ID	GO_term	GO_name
PF09017	GO:0003810	protein-glutamine gamma-glutamyltransferase activity	function
PF09019	GO:0009307	DNA restriction-modification system	process
PF09019	GO:0003677	DNA binding	function
PF09019	GO:0009036	type II site-specific deoxyribonuclease activity	function
PF09020	GO:0050765	negative regulation of phagocytosis	process
PF09026	GO:0000775	chromosome, centromeric region	component
PF09026	GO:0003682	chromatin binding	function
PF09026	GO:0003677	DNA binding	function
PF09028	GO:0008233	peptidase activity	function
PF09029	GO:0005759	mitochondrial matrix	component
PF09029	GO:0003870	5-aminolevulinate synthase activity	function
PF09029	GO:0030170	pyridoxal phosphate binding	function
PF09029	GO:0006778	porphyrin-containing compound metabolic process	process
PF09036	GO:0004674	protein serine/threonine kinase activity	function
PF09036	GO:0005096	GTPase activator activity	function
PF09036	GO:0006468	protein phosphorylation	process
PF09036	GO:0007165	signal transduction	process
PF09040	GO:0005524	ATP binding	function
PF09040	GO:1902600	proton transmembrane transport	process
PF09040	GO:0016020	membrane	component
PF09040	GO:0000287	magnesium ion binding	function
PF09040	GO:0008900	P-type potassium:proton transporter activity	function
PF09044	GO:0005576	extracellular region	component
PF09057	GO:0006915	apoptotic process	process
PF09057	GO:0005739	mitochondrion	component
PF09057	GO:0006919	activation of cysteine-type endopeptidase activity involved in apoptotic process	process
PF09061	GO:0016788	hydrolase activity, acting on ester bonds	function
PF09064	GO:0016020	membrane	component
PF09064	GO:0004888	transmembrane signaling receptor activity	function
PF09066	GO:0016192	vesicle-mediated transport	process
PF09066	GO:0006886	intracellular protein transport	process
PF09066	GO:0030131	clathrin adaptor complex	component
PF09074	GO:0007131	reciprocal meiotic recombination	process
PF09074	GO:0000794	condensed nuclear chromosome	component
PF09085	GO:0007155	cell adhesion	process
PF09085	GO:0016020	membrane	component
PF09088	GO:0016070	RNA metabolic process	process
PF09089	GO:0098024	virus tail, fiber	component
PF09090	GO:0016070	RNA metabolic process	process
PF09095	GO:0030246	carbohydrate binding	function
PF09095	GO:0003824	catalytic activity	function
PF09095	GO:0005975	carbohydrate metabolic process	process
PF09096	GO:0098025	virus tail, baseplate	component
PF09103	GO:0000724	double-strand break repair via homologous recombination	process
PF09106	GO:0001514	selenocysteine incorporation	process
PF09106	GO:0003723	RNA binding	function
PF09106	GO:0005737	cytoplasm	component
PF09106	GO:0003746	translation elongation factor activity	function
PF09106	GO:0005525	GTP binding	function
PF09107	GO:0005525	GTP binding	function
PF09107	GO:0001514	selenocysteine incorporation	process
PF09107	GO:0003723	RNA binding	function
PF09107	GO:0005737	cytoplasm	component
PF09107	GO:0003746	translation elongation factor activity	function
PF09110	GO:0031491	nucleosome binding	function
PF09110	GO:0003677	DNA binding	function
PF09110	GO:0006338	chromatin remodeling	process
PF09111	GO:0003677	DNA binding	function
PF09111	GO:0005634	nucleus	component
PF09111	GO:0006338	chromatin remodeling	process
PF09115	GO:0003677	DNA binding	function
PF09115	GO:0006260	DNA replication	process
PF09115	GO:0009360	DNA polymerase III complex	component
PF09115	GO:0003887	DNA-directed DNA polymerase activity	function
PF09116	GO:0039693	viral DNA genome replication	process
PF09117	GO:0045926	negative regulation of growth	process
PF09117	GO:0006952	defense response	process
PF09119	GO:0005615	extracellular space	component
PF09126	GO:0009036	type II site-specific deoxyribonuclease activity	function
PF09126	GO:0009307	DNA restriction-modification system	process
PF09127	GO:0008237	metallopeptidase activity	function
PF09127	GO:0008270	zinc ion binding	function
PF09128	GO:0005085	guanyl-nucleotide exchange factor activity	function
PF09128	GO:0005737	cytoplasm	component
PF09138	GO:0034227	tRNA thio-modification	process
PF09138	GO:0005737	cytoplasm	component
PF09139	GO:0004605	phosphatidate cytidylyltransferase activity	function
PF09139	GO:0032049	cardiolipin biosynthetic process	process
PF09141	GO:0005200	structural constituent of cytoskeleton	function
PF09141	GO:0001726	ruffle	component
PF09141	GO:0005925	focal adhesion	component
PF09142	GO:0009451	RNA modification	process
PF09142	GO:0001522	pseudouridine synthesis	process
PF09142	GO:0003723	RNA binding	function
PF09142	GO:0009982	pseudouridine synthase activity	function
PF09150	GO:0016037	light absorption	process
PF09150	GO:0031404	chloride ion binding	function
PF09150	GO:0030089	phycobilisome	component
PF09153	GO:0005737	cytoplasm	component
PF09154	GO:0004553	hydrolase activity, hydrolyzing O-glycosyl compounds	function
PF09157	GO:0003723	RNA binding	function
PF09157	GO:0009982	pseudouridine synthase activity	function
PF09157	GO:0009451	RNA modification	process
PF09157	GO:0001522	pseudouridine synthesis	process
PF09162	GO:0003723	RNA binding	function
PF09162	GO:0005737	cytoplasm	component
PF09162	GO:0006406	mRNA export from nucleus	process
PF09165	GO:0008121	ubiquinol-cytochrome-c reductase activity	function
PF09166	GO:0008270	zinc ion binding	function
PF09166	GO:0042167	heme catabolic process	process
PF09166	GO:0004074	biliverdin reductase (NAD(P)+) activity	function
PF09167	GO:0005615	extracellular space	component
PF09168	GO:0006508	proteolysis	process
PF09168	GO:0008239	dipeptidyl-peptidase activity	function
PF09171	GO:0003906	DNA-(apurinic or apyrimidinic site) endonuclease activity	function
PF09171	GO:0016799	hydrolase activity, hydrolyzing N-glycosyl compounds	function
PF09172	GO:0006869	lipid transport	process
PF09172	GO:0005319	lipid transporter activity	function
PF09174	GO:0016480	negative regulation of transcription by RNA polymerase III	process
PF09175	GO:0005319	lipid transporter activity	function
PF09175	GO:0006869	lipid transport	process
PF09177	GO:0016020	membrane	component
PF09177	GO:0048193	Golgi vesicle transport	process
PF09179	GO:0005737	cytoplasm	component
PF09179	GO:0016879	ligase activity, forming carbon-nitrogen bonds	function
PF09179	GO:0005524	ATP binding	function
PF09179	GO:0000166	nucleotide binding	function
PF09179	GO:0008033	tRNA processing	process
PF09181	GO:0005524	ATP binding	function
PF09181	GO:0005737	cytoplasm	component
PF09181	GO:0004827	proline-tRNA ligase activity	function
PF09181	GO:0000166	nucleotide binding	function
PF09181	GO:0006433	prolyl-tRNA aminoacylation	process
PF09182	GO:0003677	DNA binding	function
PF09182	GO:0006355	regulation of DNA-templated transcription	process
PF09184	GO:0030289	protein phosphatase 4 complex	component
PF09184	GO:0019888	protein phosphatase regulator activity	function
PF09187	GO:0044030	regulation of DNA methylation	process
PF09187	GO:0005634	nucleus	component
PF09190	GO:0005737	cytoplasm	component
PF09190	GO:0005524	ATP binding	function
PF09190	GO:0000166	nucleotide binding	function
PF09190	GO:0004817	cysteine-tRNA ligase activity	function
PF09190	GO:0006423	cysteinyl-tRNA aminoacylation	process
PF09194	GO:0009307	DNA restriction-modification system	process
PF09194	GO:0003677	DNA binding	function
PF09194	GO:0009036	type II site-specific deoxyribonuclease activity	function
PF09195	GO:0009307	DNA restriction-modification system	process
PF09195	GO:0009036	type II site-specific deoxyribonuclease activity	function
PF09197	GO:0003677	DNA binding	function
PF09198	GO:0033821	DNA beta-glucosyltransferase activity	function
PF09198	GO:0099018	evasion by virus of host restriction-modification system	process
PF09201	GO:0005515	protein binding	function
PF09202	GO:0005524	ATP binding	function
PF09202	GO:0006468	protein phosphorylation	process
PF09202	GO:0004674	protein serine/threonine kinase activity	function
PF09204	GO:0015643	toxic substance binding	function
PF09204	GO:0030153	bacteriocin immunity	process
PF09206	GO:0046556	alpha-L-arabinofuranosidase activity	function
PF09206	GO:0031221	arabinan metabolic process	process
PF09207	GO:0005576	extracellular region	component
PF09207	GO:0008219	cell death	process
PF09208	GO:0009307	DNA restriction-modification system	process
PF09208	GO:0003677	DNA binding	function
PF09208	GO:0009036	type II site-specific deoxyribonuclease activity	function
PF09213	GO:0019956	chemokine binding	function
PF09222	GO:0044406	adhesion of symbiont to host	process
PF09222	GO:0009289	pilus	component
PF09223	GO:0008270	zinc ion binding	function
PF09226	GO:0009036	type II site-specific deoxyribonuclease activity	function
PF09226	GO:0009307	DNA restriction-modification system	process
PF09226	GO:0003677	DNA binding	function
PF09228	GO:0045892	negative regulation of DNA-templated transcription	process
PF09229	GO:0001671	ATPase activator activity	function
PF09229	GO:0051087	protein-folding chaperone binding	function
PF09230	GO:0006309	apoptotic DNA fragmentation	process
PF09230	GO:0005634	nucleus	component
PF09230	GO:0005737	cytoplasm	component
PF09230	GO:0016787	hydrolase activity	function
PF09231	GO:0005198	structural molecule activity	function
PF09236	GO:0030218	erythrocyte differentiation	process
PF09236	GO:0006457	protein folding	process
PF09236	GO:0030492	hemoglobin binding	function
PF09236	GO:0050821	protein stabilization	process
PF09238	GO:0004896	cytokine receptor activity	function
PF09238	GO:0002532	production of molecular mediator involved in inflammatory response	process
PF09238	GO:0016020	membrane	component
PF09239	GO:0003677	DNA binding	function
PF09239	GO:0006265	DNA topological change	process
PF09239	GO:0003918	DNA topoisomerase type II (double strand cut, ATP-hydrolyzing) activity	function
PF09242	GO:0050660	flavin adenine dinucleotide binding	function
PF09242	GO:0016491	oxidoreductase activity	function
PF09243	GO:0008168	methyltransferase activity	function
PF09243	GO:0006412	translation	process
PF09246	GO:0003723	RNA binding	function
PF09246	GO:0006355	regulation of DNA-templated transcription	process
PF09249	GO:0004810	CCA tRNA nucleotidyltransferase activity	function
PF09252	GO:0005615	extracellular space	component
PF09254	GO:0009036	type II site-specific deoxyribonuclease activity	function
PF09254	GO:0009307	DNA restriction-modification system	process
PF09258	GO:0016757	glycosyltransferase activity	function
PF09258	GO:0016020	membrane	component
PF09259	GO:0030246	carbohydrate binding	function
PF09259	GO:0002682	regulation of immune system process	process
PF09260	GO:0005509	calcium ion binding	function
PF09260	GO:0016052	carbohydrate catabolic process	process
PF09260	GO:0004556	alpha-amylase activity	function
PF09261	GO:0006013	mannose metabolic process	process
PF09261	GO:0004559	alpha-mannosidase activity	function
PF09262	GO:0005777	peroxisome	component
PF09262	GO:0005524	ATP binding	function
PF09262	GO:0007031	peroxisome organization	process
PF09264	GO:0033691	sialic acid binding	function
PF09265	GO:0019139	cytokinin dehydrogenase activity	function
PF09265	GO:0050660	flavin adenine dinucleotide binding	function
PF09265	GO:0009690	cytokinin metabolic process	process
PF09266	GO:0003677	DNA binding	function
PF09266	GO:0003916	DNA topoisomerase activity	function
PF09266	GO:0006265	DNA topological change	process
PF09268	GO:0005198	structural molecule activity	function
PF09268	GO:0006886	intracellular protein transport	process
PF09268	GO:0030132	clathrin coat of coated pit	component
PF09268	GO:0016192	vesicle-mediated transport	process
PF09268	GO:0030130	clathrin coat of trans-Golgi network vesicle	component
PF09269	GO:0000166	nucleotide binding	function
PF09270	GO:0006357	regulation of transcription by RNA polymerase II	process
PF09270	GO:0000978	RNA polymerase II cis-regulatory region sequence-specific DNA binding	function
PF09271	GO:0003677	DNA binding	function
PF09271	GO:0006355	regulation of DNA-templated transcription	process
PF09271	GO:0003700	DNA-binding transcription factor activity	function
PF09271	GO:0005634	nucleus	component
PF09272	GO:0070008	serine-type exopeptidase activity	function
PF09272	GO:0004252	serine-type endopeptidase activity	function
PF09280	GO:0043161	proteasome-mediated ubiquitin-dependent protein catabolic process	process
PF09280	GO:0003684	damaged DNA binding	function
PF09280	GO:0006289	nucleotide-excision repair	process
PF09281	GO:0006260	DNA replication	process
PF09281	GO:0001882	nucleoside binding	function
PF09281	GO:0006281	DNA repair	process
PF09281	GO:0003887	DNA-directed DNA polymerase activity	function
PF09284	GO:0016837	carbon-oxygen lyase activity, acting on polysaccharides	function
PF09284	GO:0030246	carbohydrate binding	function
PF09284	GO:0005975	carbohydrate metabolic process	process
PF09285	GO:0043043	peptide biosynthetic process	process
PF09285	GO:0005737	cytoplasm	component
PF09286	GO:0008236	serine-type peptidase activity	function
PF09289	GO:0005515	protein binding	function
PF09296	GO:0016787	hydrolase activity	function
PF09297	GO:0046872	metal ion binding	function
PF09297	GO:0016787	hydrolase activity	function
PF09298	GO:0004334	fumarylacetoacetase activity	function
PF09298	GO:0009072	aromatic amino acid metabolic process	process
PF09300	GO:0019028	viral capsid	component
PF09302	GO:0006302	double-strand break repair	process
PF09302	GO:0005634	nucleus	component
PF09307	GO:0006886	intracellular protein transport	process
PF09307	GO:0006955	immune response	process
PF09307	GO:0042289	MHC class II protein binding	function
PF09307	GO:0019882	antigen processing and presentation	process
PF09307	GO:0016020	membrane	component
PF09308	GO:0004673	protein histidine kinase activity	function
PF09308	GO:0016791	phosphatase activity	function
PF09317	GO:0033539	fatty acid beta-oxidation using acyl-CoA dehydrogenase	process
PF09317	GO:0003995	acyl-CoA dehydrogenase activity	function
PF09326	GO:0051536	iron-sulfur cluster binding	function
PF09326	GO:0016651	oxidoreductase activity, acting on NAD(P)H	function
PF09328	GO:0046872	metal ion binding	function
PF09328	GO:0010038	response to metal ion	process
PF09328	GO:0046938	phytochelatin biosynthetic process	process
PF09328	GO:0016756	glutathione gamma-glutamylcysteinyltransferase activity	function
PF09329	GO:0006260	DNA replication	process
PF09329	GO:0005634	nucleus	component
PF09330	GO:0055085	transmembrane transport	process
PF09330	GO:0050660	flavin adenine dinucleotide binding	function
PF09334	GO:0004812	aminoacyl-tRNA ligase activity	function
PF09334	GO:0000166	nucleotide binding	function
PF09334	GO:0005524	ATP binding	function
PF09334	GO:0006418	tRNA aminoacylation for protein translation	process
PF09338	GO:0050485	oxidoreductase activity, acting on X-H and Y-H to form an X-Y bond, with a disulfide as acceptor	function
PF09340	GO:0016573	histone acetylation	process
PF09340	GO:0000123	histone acetyltransferase complex	component
PF09290	GO:0019439	aromatic compound catabolic process	process
PF09290	GO:0008774	acetaldehyde dehydrogenase (acetylating) activity	function
PF03530	GO:0016020	membrane	component
PF03530	GO:0016286	small conductance calcium-activated potassium channel activity	function
PF03530	GO:0006813	potassium ion transport	process
PF00171	GO:0016491	oxidoreductase activity	function
PF00224	GO:0000287	magnesium ion binding	function
PF00224	GO:0004743	pyruvate kinase activity	function
PF00224	GO:0006096	glycolytic process	process
PF00224	GO:0030955	potassium ion binding	function
PF01179	GO:0009308	amine metabolic process	process
PF01179	GO:0008131	primary amine oxidase activity	function
PF01179	GO:0005507	copper ion binding	function
PF01179	GO:0048038	quinone binding	function
PF02727	GO:0048038	quinone binding	function
PF02727	GO:0005507	copper ion binding	function
PF02727	GO:0009308	amine metabolic process	process
PF02727	GO:0008131	primary amine oxidase activity	function
PF02728	GO:0009308	amine metabolic process	process
PF02728	GO:0008131	primary amine oxidase activity	function
PF02728	GO:0048038	quinone binding	function
PF02728	GO:0005507	copper ion binding	function
PF03967	GO:0019684	photosynthesis, light reaction	process
PF03967	GO:0030077	plasma membrane light-harvesting complex	component
PF03967	GO:0045156	electron transporter, transferring electrons within the cyclic electron transport pathway of photosynthesis activity	function
PF01021	GO:0005737	cytoplasm	component
PF01021	GO:0003723	RNA binding	function
PF03726	GO:0006396	RNA processing	process
PF03726	GO:0003723	RNA binding	function
PF02177	GO:0008201	heparin binding	function
PF06574	GO:0003919	FMN adenylyltransferase activity	function
PF06574	GO:0009231	riboflavin biosynthetic process	process
PF01687	GO:0008531	riboflavin kinase activity	function
PF01687	GO:0009231	riboflavin biosynthetic process	process
PF04960	GO:0004359	glutaminase activity	function
PF04960	GO:0006541	glutamine metabolic process	process
PF02751	GO:0005672	transcription factor TFIIA complex	component
PF02751	GO:0006367	transcription initiation at RNA polymerase II promoter	process
PF02268	GO:0006367	transcription initiation at RNA polymerase II promoter	process
PF02268	GO:0005672	transcription factor TFIIA complex	component
PF00848	GO:0051537	2 iron, 2 sulfur cluster binding	function
PF00848	GO:0044237	cellular metabolic process	process
PF00848	GO:0005506	iron ion binding	function
PF00728	GO:0005975	carbohydrate metabolic process	process
PF00728	GO:0004553	hydrolase activity, hydrolyzing O-glycosyl compounds	function
PF06831	GO:0003684	damaged DNA binding	function
PF06831	GO:0003906	DNA-(apurinic or apyrimidinic site) endonuclease activity	function
PF06831	GO:0006284	base-excision repair	process
PF06831	GO:0016799	hydrolase activity, hydrolyzing N-glycosyl compounds	function
PF06831	GO:0008270	zinc ion binding	function
PF02952	GO:0006004	fucose metabolic process	process
PF02952	GO:0005737	cytoplasm	component
PF02952	GO:0008736	L-fucose isomerase activity	function
PF02263	GO:0005525	GTP binding	function
PF02263	GO:0003924	GTPase activity	function
PF05201	GO:0050661	NADP binding	function
PF05201	GO:0033014	tetrapyrrole biosynthetic process	process
PF05201	GO:0008883	glutamyl-tRNA reductase activity	function
PF00745	GO:0033014	tetrapyrrole biosynthetic process	process
PF00745	GO:0008883	glutamyl-tRNA reductase activity	function
PF00745	GO:0050661	NADP binding	function
PF00631	GO:0007186	G protein-coupled receptor signaling pathway	process
PF03275	GO:0008767	UDP-galactopyranose mutase activity	function
PF03561	GO:0000256	allantoin catabolic process	process
PF03561	GO:0004037	allantoicase activity	function
PF16656	GO:0003993	acid phosphatase activity	function
PF16656	GO:0046872	metal ion binding	function
PF06434	GO:0003994	aconitate hydratase activity	function
PF06434	GO:0006099	tricarboxylic acid cycle	process
PF11791	GO:0006099	tricarboxylic acid cycle	process
PF11791	GO:0003994	aconitate hydratase activity	function
PF06021	GO:0047961	glycine N-acyltransferase activity	function
PF06021	GO:0005739	mitochondrion	component
PF02910	GO:0016491	oxidoreductase activity	function
PF01177	GO:0036361	racemase activity, acting on amino acids and derivatives	function
PF01177	GO:0006807	nitrogen compound metabolic process	process
PF02092	GO:0005737	cytoplasm	component
PF02092	GO:0005524	ATP binding	function
PF02092	GO:0004820	glycine-tRNA ligase activity	function
PF02092	GO:0000166	nucleotide binding	function
PF02092	GO:0006426	glycyl-tRNA aminoacylation	process
PF08302	GO:0003972	RNA ligase (ATP) activity	function
PF08302	GO:0006388	tRNA splicing, via endonucleolytic cleavage and ligation	process
PF08302	GO:0005524	ATP binding	function
PF08303	GO:0006388	tRNA splicing, via endonucleolytic cleavage and ligation	process
PF08303	GO:0005524	ATP binding	function
PF08303	GO:0003972	RNA ligase (ATP) activity	function
PF07487	GO:0090630	activation of GTPase activity	process
PF07487	GO:0005085	guanyl-nucleotide exchange factor activity	function
PF07487	GO:0031532	actin cytoskeleton reorganization	process
PF01126	GO:0006788	heme oxidation	process
PF01126	GO:0004392	heme oxygenase (decyclizing) activity	function
PF09180	GO:0005524	ATP binding	function
PF09180	GO:0005737	cytoplasm	component
PF09180	GO:0000166	nucleotide binding	function
PF09180	GO:0004827	proline-tRNA ligase activity	function
PF09180	GO:0006433	prolyl-tRNA aminoacylation	process
PF01466	GO:0006511	ubiquitin-dependent protein catabolic process	process
PF03931	GO:0006511	ubiquitin-dependent protein catabolic process	process
PF00068	GO:0050482	arachidonic acid secretion	process
PF00068	GO:0006644	phospholipid metabolic process	process
PF00068	GO:0004623	phospholipase A2 activity	function
PF05826	GO:0050482	arachidonic acid secretion	process
PF05826	GO:0006644	phospholipid metabolic process	process
PF05826	GO:0004623	phospholipase A2 activity	function
PF01065	GO:0019028	viral capsid	component
PF03678	GO:0019028	viral capsid	component
PF00345	GO:0071555	cell wall organization	process
PF00345	GO:0030288	outer membrane-bounded periplasmic space	component
PF00049	GO:0005179	hormone activity	function
PF00049	GO:0005576	extracellular region	component
PF00252	GO:0003735	structural constituent of ribosome	function
PF00252	GO:0006412	translation	process
PF00252	GO:0005840	ribosome	component
PF07968	GO:0051715	cytolysis in another organism	process
PF07968	GO:0005576	extracellular region	component
PF01341	GO:0030245	cellulose catabolic process	process
PF01341	GO:0004553	hydrolase activity, hydrolyzing O-glycosyl compounds	function
PF12567	GO:0050852	T cell receptor signaling pathway	process
PF12567	GO:0004725	protein tyrosine phosphatase activity	function
PF12025	GO:0019073	viral DNA genome packaging	process
PF01866	GO:0090560	2-(3-amino-3-carboxypropyl)histidine synthase activity	function
PF01866	GO:0017183	peptidyl-diphthamide biosynthetic process from peptidyl-histidine	process
PF16094	GO:0043248	proteasome assembly	process
PF16094	GO:0005783	endoplasmic reticulum	component
PF14978	GO:0005761	mitochondrial ribosome	component
PF10605	GO:0005615	extracellular space	component
PF10605	GO:0019605	butyrate metabolic process	process
PF10605	GO:0047989	hydroxybutyrate-dimer hydrolase activity	function
PF16974	GO:0010167	response to nitrate	process
PF16974	GO:0015706	nitrate transmembrane transport	process
PF10093	GO:0106361	protein-arginine rhamnosyltransferase activity	function
PF19567	GO:0004725	protein tyrosine phosphatase activity	function
PF19567	GO:0030145	manganese ion binding	function
PF13869	GO:0006378	mRNA polyadenylation	process
PF13869	GO:0003729	mRNA binding	function
PF13869	GO:0005849	mRNA cleavage factor complex	component
PF04922	GO:0006488	dolichol-linked oligosaccharide biosynthetic process	process
PF04922	GO:0106073	dolichyl pyrophosphate Glc2Man9GlcNAc2 alpha-1,2-glucosyltransferase activity	function
PF13741	GO:0005763	mitochondrial small ribosomal subunit	component
PF13741	GO:0003735	structural constituent of ribosome	function
PF06888	GO:0016791	phosphatase activity	function
PF14942	GO:0030133	transport vesicle	component
PF14942	GO:0031083	BLOC-1 complex	component
PF07224	GO:0015996	chlorophyll catabolic process	process
PF07224	GO:0047746	chlorophyllase activity	function
PF04189	GO:0031515	tRNA (m1A) methyltransferase complex	component
PF04189	GO:0030488	tRNA methylation	process
PF02788	GO:0016984	ribulose-bisphosphate carboxylase activity	function
PF02788	GO:0015977	carbon fixation	process
PF15494	GO:0016020	membrane	component
PF06614	GO:0040008	regulation of growth	process
PF06418	GO:0006221	pyrimidine nucleotide biosynthetic process	process
PF06418	GO:0003883	CTP synthase activity	function
PF11264	GO:0015979	photosynthesis	process
PF11264	GO:0010207	photosystem II assembly	process
PF14098	GO:0030436	asexual sporulation	process
PF10620	GO:0016779	nucleotidyltransferase activity	function
PF10995	GO:0035438	cyclic-di-GMP binding	function
PF11991	GO:0016765	transferase activity, transferring alkyl or aryl (other than methyl) groups	function
PF11991	GO:0009820	alkaloid metabolic process	process
PF18916	GO:0016872	intramolecular lyase activity	function
PF04987	GO:0006506	GPI anchor biosynthetic process	process
PF04987	GO:0016740	transferase activity	function
PF04987	GO:0005789	endoplasmic reticulum membrane	component
PF00433	GO:0005524	ATP binding	function
PF00433	GO:0006468	protein phosphorylation	process
PF00433	GO:0004674	protein serine/threonine kinase activity	function
PF04777	GO:0016972	thiol oxidase activity	function
PF01114	GO:0008047	enzyme activator activity	function
PF01114	GO:0007586	digestion	process
PF01114	GO:0016042	lipid catabolic process	process
PF01114	GO:0005576	extracellular region	component
PF02740	GO:0005576	extracellular region	component
PF02740	GO:0016042	lipid catabolic process	process
PF02740	GO:0007586	digestion	process
PF02740	GO:0008047	enzyme activator activity	function
PF00355	GO:0051537	2 iron, 2 sulfur cluster binding	function
PF01273	GO:0008289	lipid binding	function
PF02178	GO:0003677	DNA binding	function
PF11799	GO:0003684	damaged DNA binding	function
PF11799	GO:0006281	DNA repair	process
PF00003	GO:0016020	membrane	component
PF00003	GO:0004930	G protein-coupled receptor activity	function
PF00003	GO:0007186	G protein-coupled receptor signaling pathway	process
PF03502	GO:0009279	cell outer membrane	component
PF02637	GO:0016884	carbon-nitrogen ligase activity, with glutamine as amido-N-donor	function
PF00165	GO:0006355	regulation of DNA-templated transcription	process
PF00165	GO:0003700	DNA-binding transcription factor activity	function
PF00165	GO:0043565	sequence-specific DNA binding	function
PF12833	GO:0006355	regulation of DNA-templated transcription	process
PF12833	GO:0003700	DNA-binding transcription factor activity	function
PF12833	GO:0043565	sequence-specific DNA binding	function
PF00367	GO:0008982	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity	function
PF03088	GO:0016844	strictosidine synthase activity	function
PF03088	GO:0009058	biosynthetic process	process
PF03145	GO:0006511	ubiquitin-dependent protein catabolic process	process
PF03145	GO:0005737	cytoplasm	component
PF03145	GO:0007275	multicellular organism development	process
PF03002	GO:0005179	hormone activity	function
PF03002	GO:0005576	extracellular region	component
PF03135	GO:0005524	ATP binding	function
PF01630	GO:0004415	hyalurononglucosaminidase activity	function
PF01630	GO:0005975	carbohydrate metabolic process	process
PF01411	GO:0004813	alanine-tRNA ligase activity	function
PF01411	GO:0006419	alanyl-tRNA aminoacylation	process
PF01411	GO:0000166	nucleotide binding	function
PF01411	GO:0005524	ATP binding	function
PF00996	GO:0007264	small GTPase mediated signal transduction	process
PF00996	GO:0005092	GDP-dissociation inhibitor activity	function
PF03222	GO:0003333	amino acid transmembrane transport	process
PF10297	GO:0005634	nucleus	component
PF10297	GO:0006355	regulation of DNA-templated transcription	process
PF09510	GO:0005634	nucleus	component
PF09510	GO:0016514	SWI/SNF complex	component
PF09510	GO:0016586	RSC-type complex	component
PF09510	GO:0006338	chromatin remodeling	process
PF10501	GO:0005739	mitochondrion	component
PF10403	GO:0003677	DNA binding	function
PF10404	GO:0003677	DNA binding	function
PF10405	GO:0003677	DNA binding	function
PF03837	GO:0006259	DNA metabolic process	process
PF03837	GO:0003677	DNA binding	function
PF10523	GO:0003677	DNA binding	function
PF03601	GO:0016020	membrane	component
PF03606	GO:0016020	membrane	component
PF03480	GO:0055085	transmembrane transport	process
PF03553	GO:0016020	membrane	component
PF09496	GO:0034508	centromere complex assembly	process
PF09496	GO:0000776	kinetochore	component
PF10384	GO:0005634	nucleus	component
PF10384	GO:0042393	histone binding	function
PF10204	GO:0016020	membrane	component
PF10204	GO:0015031	protein transport	process
PF10204	GO:0005789	endoplasmic reticulum membrane	component
PF10147	GO:0005634	nucleus	component
PF09730	GO:0070840	dynein complex binding	function
PF09730	GO:0008093	cytoskeletal anchor activity	function
PF00370	GO:0016301	kinase activity	function
PF00370	GO:0005975	carbohydrate metabolic process	process
PF02782	GO:0005975	carbohydrate metabolic process	process
PF02782	GO:0016301	kinase activity	function
PF03522	GO:0016020	membrane	component
PF03522	GO:0006811	monoatomic ion transport	process
PF03522	GO:0022857	transmembrane transporter activity	function
PF01431	GO:0006508	proteolysis	process
PF01431	GO:0004222	metalloendopeptidase activity	function
PF00335	GO:0016020	membrane	component
PF00191	GO:0005509	calcium ion binding	function
PF00191	GO:0005544	calcium-dependent phospholipid binding	function
PF02382	GO:0005576	extracellular region	component
PF02382	GO:0015267	channel activity	function
PF03170	GO:0016020	membrane	component
PF03170	GO:0006011	UDP-glucose metabolic process	process
PF03528	GO:0008083	growth factor activity	function
PF03528	GO:0005096	GTPase activator activity	function
PF03542	GO:0005096	GTPase activator activity	function
PF03542	GO:0043547	positive regulation of GTPase activity	process
PF09367	GO:0017009	protein-phycocyanobilin linkage	process
PF09388	GO:0043937	regulation of sporulation	process
PF09405	GO:0003729	mRNA binding	function
PF09405	GO:0006397	mRNA processing	process
PF09405	GO:0035145	exon-exon junction complex	component
PF09415	GO:0006281	DNA repair	process
PF09415	GO:0051382	kinetochore assembly	process
PF09421	GO:0006355	regulation of DNA-templated transcription	process
PF09421	GO:0007623	circadian rhythm	process
PF09421	GO:0005634	nucleus	component
PF09421	GO:0005737	cytoplasm	component
PF09432	GO:0006406	mRNA export from nucleus	process
PF09432	GO:0000446	nucleoplasmic THO complex	component
PF09432	GO:0006368	transcription elongation by RNA polymerase II	process
PF09447	GO:0000776	kinetochore	component
PF09494	GO:0006281	DNA repair	process
PF09494	GO:0005634	nucleus	component
PF09494	GO:0033557	Slx1-Slx4 complex	component
PF09494	GO:0006260	DNA replication	process
PF09589	GO:0005615	extracellular space	component
PF09594	GO:0016758	hexosyltransferase activity	function
PF09648	GO:0016020	membrane	component
PF09692	GO:0031047	RNA-mediated gene silencing	process
PF09692	GO:0033167	ARC complex	component
PF09696	GO:0007064	mitotic sister chromatid cohesion	process
PF09696	GO:0031390	Ctf18 RFC-like complex	component
PF09740	GO:0009411	response to UV	process
PF09743	GO:0061666	UFM1 ligase activity	function
PF09743	GO:0071569	protein ufmylation	process
PF09745	GO:0000381	regulation of alternative mRNA splicing, via spliceosome	process
PF09776	GO:0005762	mitochondrial large ribosomal subunit	component
PF09776	GO:0003735	structural constituent of ribosome	function
PF09795	GO:0006914	autophagy	process
PF09795	GO:0000407	phagophore assembly site	component
PF09798	GO:0000077	DNA damage checkpoint signaling	process
PF09802	GO:0031207	Sec62/Sec63 complex	component
